Occurred,City,State,Country,Shape,Summary,Reported,Posted
03/09/2020 23:37,Aliquippa,PA,USA,,MADAR Node  68,04/01/2020,04/09/2020
03/09/2020 23:25,Kennett Square,PA,USA,Sphere,At approx. 11:25 pm witnessed large ball of light rotating as it seemed above the trees at a distance of about a mile I seen it from my,03/09/2020,05/01/2020
03/08/2020 23:00,New York City,PA,USA,Circle,Disappearing dot of light,04/26/2020,06/25/2020
03/08/2020 20:00,Lancaster,PA,USA,Orb,Red/Orange Orbs Observed in Cabbage Hill,03/09/2020,05/01/2020
03/08/2020 05:31,Aliquippa,PA,USA,,MADAR Node  68,03/26/2020,04/09/2020
03/07/2020 20:15,Moon Township,PA,USA,Changing,Large blue light emmiting orb that split into severle smaller ones,03/09/2020,05/01/2020
03/07/2020 19:35,Butler,PA,USA,Light,Its a clear night i seen 9 lights moving in a straight line same distance apart and same speed.  ((Spacelink satellites)),03/07/2020,05/01/2020
03/06/2020 23:00,Atlas,PA,USA,Sphere,"Small, blue red flashing lights,,fades nf disappeared then came back. ((anonymous)) ((NUFORC Note:  Sirius??  PD))",03/05/2020,05/01/2020
03/06/2020 21:35,Canonsburg,PA,USA,Triangle,three bright amber lights moving in unison,03/06/2021,03/31/2021
03/06/2020 19:45,Reading,PA,USA,Fireball,25+ orange lighted objects passed in sky (no sound) on 3/6/2020 at 7:45 PM.   ((Spacelink satellites)),03/09/2020,05/01/2020
03/05/2020 20:42,Irwin,PA,USA,Circle,"25+ bright spheres materialize and then disappear across the sky.   ((""Starlink"" satellites??))",03/05/2020,04/09/2020
03/05/2020 20:19,Sharon,PA,USA,Circle,"Looking NW we see a dot come from behind a cloud, followed by another and another ((""Starlink"" satellites??))((anonymous))",03/05/2020,04/09/2020
03/05/2020 20:17,Harrisburg,PA,USA,Unknown,Dim light close to venus quickly becoming brighter than venus and then fading away. happened total of approx 10 times,03/06/2020,05/01/2020
03/05/2020 20:15,McKeesport,PA,USA,Light,"5 star-like objects in formation evenly spaced moving in a straight line.   ((""Spacelink"" satellites??))",03/05/2020,04/09/2020
03/05/2020 20:14,Canonsburg,PA,USA,Light,"multiple craft following each other and disappearing on a clear night.   ((""Starlink"" satellites??))",03/05/2020,04/09/2020
03/05/2020 20:00,Greensburg,PA,USA,Circle,"30 ""star-like"" flying objects.   ((""Starlink"" satellites??))",03/05/2020,04/09/2020
03/05/2020 20:00,Masontown,PA,USA,Formation,Orbs become visible as the pass under and by Venus in a formation.  ((Starlink satellites)),03/06/2020,05/01/2020
03/04/2020 20:30,Pittsburgh,PA,USA,Light,seen objects in sky above pittsburgh on March 4th about 8:30 at night  ((Spacelink satellites)),03/07/2020,05/01/2020
03/04/2020 01:45,Lancaster,PA,USA,Cigar,I had trouble sleeping so I went outside for a cigarette. I looked up and saw what I first thought was a star. But it was moving oddly.,03/03/2020,04/09/2020
03/03/2020 22:00,Scotrun,PA,USA,Cigar,Two Cigar/pill shaped UFOs emitting blue light were spotted over the Pocono Mountains and disappeared into thin air.,03/03/2020,04/09/2020
03/03/2020 17:48,Carlisle,PA,USA,Circle,"Shiny, small, non-moving object in sky on a clear late afternoon.  ((NUFORC Note:  Venus is in the western sky.",03/03/2020,04/09/2020
03/02/2020 05:47,Butler,PA,USA,Light,"Viewed 3 white lights in the shape of triangle at a high altitude moving from the SW to NE.  ((""Starlink satellites??))",03/02/2020,04/09/2020
03/01/2020 05:45,Stewartstown,PA,USA,Other,Zigzag UFO Trails Space X and Becomes a Star in Sky,03/02/2020,04/09/2020
03/01/2020 05:20,Pine Grove,PA,USA,Formation,"We Never seen anything like this in our nearly 60 years.  ((""Starlink"" satellites??))",03/04/2020,04/09/2020
02/27/2020 05:30,Carlisle,PA,USA,Light,"20 lighted craft in a row.  ((""Spacelink"" satellites??))",02/27/2020,04/09/2020
02/25/2020 02:10,Clearfield,PA,USA,Light,Bright flying light with brightness changes and strange flying pattern.,07/24/2020,07/31/2020
02/23/2020 21:00,Ambler,PA,USA,Triangle,6 or so bright lights hovering in a V shape with red on the end points then vanished.,02/24/2020,02/25/2020
02/23/2020 09:50,Girard,PA,USA,Other,"A very large, elongated vehicle with a lot of scattered lights, appeared as a shadow and floated by overhead in the night sky.",02/23/2020,02/25/2020
02/23/2020 00:00,Bath,PA,USA,Unknown,Witness a plane like object hovering over a warehouse,02/27/2020,04/09/2020
02/22/2020 22:00,Clarks Summit,PA,USA,Unknown,UFO crash landing followed by hours of military helicopter traffic,02/27/2020,04/09/2020
02/22/2020 18:10,Upper Chichester,PA,USA,Light,"Three red blinking lights, forming a triangle. Each light disappeared one at a time .",02/22/2020,02/25/2020
02/20/2020 19:45,Jefferson Township,PA,USA,Triangle,A triangulated object was hovering directly over our house I would estimate about 500 feet in the air. I had seen two similar objects a,02/23/2020,02/25/2020
02/19/2020 23:00,Canonsburg,PA,USA,Triangle,"Triangular shapes crafts.  One red dot in the middle, and a white dot of light on each point of the triangular shaped crafts.",04/08/2020,04/09/2020
02/18/2020 11:37,Limerick,PA,USA,Sphere,Just before lunch looked toward sky and noticed a jet in full afterburner with a white sphere infront. The white sphere was pulling on,02/19/2020,02/25/2020
02/16/2020 11:00,Honey Brook,PA,USA,Triangle,"As I was driving, I noticed a bright ""star"" in the sky. But as I approached it, it turned into a triagle aircraft with a ligh",02/15/2020,02/25/2020
02/16/2020 05:59,Dillsburg,PA,USA,Light,"Large bright white light, unblinking, slow movement and flicker.  Vanished after a short time.",02/16/2020,02/25/2020
02/15/2020 01:00,Lehighton,PA,USA,Oval,Yellowish white orb sene hovering over back yard in the mountains of lehighton pa. Ring camera captures images,02/17/2020,02/25/2020
02/14/2020 20:30,EXPORT,PA,USA,Flash,Irregular star like flashes,02/15/2020,02/25/2020
02/13/2020 11:15,Honey Brook,PA,USA,Triangle,"Bright light in sky then shrunk size then enlarged back to original large bright light.  Triangle shape, hovering and suspended mid air",02/15/2020,02/25/2020
02/08/2020 05:30,Snydersville,PA,USA,Oval,A line of 20 lights following two lights in the sky heading East. Making no sound but travelled in a line,02/09/2020,02/13/2020
02/08/2020 03:45,Reading,PA,USA,Light,"Saw 11 evenly spaced lights flying, then make a 90° turn.  ((""Starlink"" satellites??))",02/08/2020,02/13/2020
02/07/2020 23:30,Aldan,PA,USA,Triangle,"Spotted 2 triangle shaped crafts in the sky with white, red and blue lights moving very slowly.",02/08/2020,02/13/2020
02/03/2020 06:00,Ellwood city,PA,USA,Light,At first the lights were moving together very fast but stopped over the neighborhood. The several balls of light kept changing shape an,02/03/2020,02/07/2020
01/31/2020 09:11,York,PA,USA,Other,"As I was walking home from work i look up in the sky and see what looks like an object of some sort resembling a helicopter, with no wi",02/01/2020,02/07/2020
01/30/2020 19:30,Lemasters,PA,USA,Triangle,"UFO Sighting – Thursday, January 30, 1920 Lemasters, Pa  Around 7:30 pm while leaving our daughters home, there was a craft heading Nor",02/01/2020,02/07/2020
01/29/2020 17:43,Oakdale,PA,USA,Cylinder,gray cylinder with dim red and white lights vanished from sight.,01/30/2020,01/31/2020
01/26/2020 19:00,Bushkill,PA,USA,Changing,Lights changing shape,01/26/2020,01/31/2020
01/23/2020 06:15,Williamsport,PA,USA,Circle,"18 dots - 50k+ ft - Williamsport, PA.  ((""Starlink"" satellites??))",01/23/2020,02/07/2020
01/19/2020 23:29,Laughlintown,PA,USA,,MADAR Node  94,01/27/2020,02/07/2020
01/15/2020 18:59,Mount Joy,PA,USA,Cigar,"Bright stationary (15 Min.) cigar shaped object in southern sky in Mount Joy, PA (6:59pm-7:14PM) 1/15/2020",01/15/2020,02/07/2020
01/13/2020 13:00,Bethlehem,PA,USA,Other,White cumulus shaped object travelling horizontally then sloped downward. No noise or contrail.,02/04/2020,02/07/2020
01/13/2020 07:20,Three Springs,PA,USA,Diamond,"Standing on front porch when what we thought was a star for 20 minutes started moving and glowing bright red, green, and white lights.",01/13/2020,02/07/2020
01/10/2020 21:16,Slippery Rock,PA,USA,Light,North on route 258 from slippery Rock toward North liberty a huge white ball with a short tail fell from the sky.,01/21/2020,01/31/2020
01/06/2020 17:00,Akron,PA,USA,Light,I saw a light in the sky and I believed it was an alien spacecraft because the light shut off and it disappeared into the sky.,01/06/2020,02/07/2020
01/06/2020 16:40,Concordville,PA,USA,Cigar,"Round Silver Object and Cigar Shaped Silver  Object sighted hovering, then disappearing, then reappearing in Concordville.",01/10/2020,02/07/2020
01/06/2020 05:00,Springfield,PA,USA,Diamond,I saw about 4 in a row and another off to the side. They disappeared just about 10min later I tried to take pictures but my camera suck,01/06/2020,02/07/2020
01/05/2020 20:00,Hellertown,PA,USA,Triangle,"Three red dots in a triangular shape with dull, but visible, white lines connecting the dots.",01/05/2020,02/07/2020
01/02/2020 20:43,Upper Darby,PA,USA,Formation,There were approximately 10 white fuzzy lights about 100 yards from each other forming a circle,01/02/2020,02/07/2020
12/30/2019 14:01,Lords Valley,PA,USA,,MADAR Node 121,01/17/2020,01/31/2020
12/29/2019 15:51,Aliquippa,PA,USA,,MADAR Node  68,01/17/2020,01/31/2020
12/29/2019 00:30,Gettysburg,PA,USA,Circle,"Regularly noted (over at least the past year), unknown bright white objects in night sky,  aligned.((""Spacelink"" satellites??))",01/08/2020,02/07/2020
12/28/2019 18:54,Lords Valley,PA,USA,,MADAR Node 121,01/08/2020,01/31/2020
12/27/2019 18:04,winterstown,PA,USA,Triangle,strange neverbefore seen 2 very bright triangles in PA night sky no moonout or other lights it was in country.,12/27/2019,02/07/2020
12/26/2019 00:00,Munhall,PA,USA,Other,"Very weird,,,,you have to see it to believe it....",01/10/2020,02/07/2020
12/25/2019 17:35,Pittsburgh,PA,USA,Cross,"There were 8 small silent craft flying from the southwest to the northeast ((""Spacelink"" satellites.))",12/25/2019,02/07/2020
12/25/2019 08:49,Laughlintown,PA,USA,,MADAR Node  94,01/04/2020,01/31/2020
12/24/2019 17:15,Reading,PA,USA,Fireball,Nevesink Mountain large glowing orb,12/26/2019,02/07/2020
12/24/2019 15:07,Laughlintown,PA,USA,,MADAR Node 94,01/04/2020,01/31/2020
12/22/2019 22:15,Kennett Square,PA,USA,Triangle,Witness to triangle style craft. View was from rt1/Longwood area looking south/south east. Seemed travel was also traveling south or so,12/22/2019,12/22/2019
12/22/2019 21:00,Bethlehem,PA,USA,Unknown,"Hello, My wife and I been seeing these objects in the sky since last year , it started with just one now there are about 6 high in the",12/22/2019,12/22/2019
12/22/2019 16:00,Reading,PA,USA,Diamond,"Diamond shaped, noiseless,  hovering about a 1000 feet above ground.",01/15/2020,02/07/2020
12/19/2019 18:10,Girard,PA,USA,Triangle,Gray triangle with large dim lights on each point.,12/22/2019,12/22/2019
12/19/2019 18:00,Exeter,PA,USA,Other,Bright yellow sphere/orb in the sky,12/20/2019,12/22/2019
12/18/2019 21:00,Nanticoke,PA,USA,Diamond,I saw a diamond shaped craft with a dim white lights on each corner with a blinking red light that flashed,01/03/2020,01/31/2020
12/15/2019 22:00,Kennett Square,PA,USA,Triangle,Second sighting I've ever had these were a narrower example of most triangle sightings,12/16/2019,12/19/2019
12/11/2019 06:15,Lyndora,PA,USA,Light,"I witnessed this event beginning at 6:15 am until approx. 6:23 am this morning, 12/11/2019.  It was a steady stream of “stars” moving",12/11/2019,12/19/2019
12/10/2019 17:40,Reading,PA,USA,Light,Bright green flash that lit entire sky. Duration was 5 seconds. Light was all encompassing.,12/11/2019,12/19/2019
12/08/2019 14:43,Lords Valley,PA,USA,,MADAR Node 121,12/13/2019,12/19/2019
12/07/2019 23:05,natrona heights,PA,USA,Light,"Large black helicopter looking craft flying close to tree lines, hovering disk in sky with flashing lights",12/07/2019,12/19/2019
12/07/2019 11:25,WASHINGTON,PA,USA,Formation,While standing on my deck this evening I noticed what looked to be a flock of 4 glowing birds. I quickly realized they weren't birds as,12/07/2019,12/19/2019
12/06/2019 05:30,Warminster,PA,USA,Light,Light blue colored light gaining altitude in sky then disappeared,12/10/2019,12/19/2019
12/03/2019 19:00,Souderton,PA,USA,Circle,"I saw a bright, constant, blue-tinted circular light that accelerated extremely quickly from a still position across the sky.",02/24/2020,02/25/2020
12/01/2019 12:45,Easton,PA,USA,Other,Mostly clear night around 12:45am when a V formation of lights appeared and traveled east across the sky for 15 seconds.,12/01/2019,12/19/2019
11/30/2019 19:00,Columbia,PA,USA,Fireball,"I have 4 different videos of the event. Total, 4 minutes of video. My wife, and I, spotted 6 fire balls in the sky. Three of the fire b",12/01/2019,12/19/2019
11/28/2019 20:15,Lake Harmony,PA,USA,Oval,"Wind draft/jet like sound, bright daylight core, translucent body, heard of 10 to 15 oval but round with tail 4 to 5' big 300' above me",12/02/2019,12/19/2019
11/27/2019 22:57,Kittanning,PA,USA,Light,2 blinking orange lights a thumb apart. Circular white light rapidly moving across night sky.,11/27/2019,12/01/2019
11/26/2019 04:22,Williams Township,PA,USA,Other,Object was filmed on my home surveillance camera multiple times that morning,11/26/2019,12/01/2019
11/25/2019 05:45,Pocono PInes,PA,USA,Light,"Saw a fleet of UFO's/Lights appearing out of the sky and then traveling E.  ((NUFORC Note:  ""Starlink"" satellites?  PD))",11/25/2019,12/01/2019
11/23/2019 20:35,New Cumberland,PA,USA,Formation,Formation of multiple orange objects,11/23/2019,12/01/2019
11/21/2019 05:40,Lancaster,PA,USA,Other,Driving to work & I was getting off of Greenfield exit from US 30 & noticed two distinct star like objects in the sky.  Now at first I,11/21/2019,12/01/2019
11/19/2019 01:00,Johnstown,PA,USA,Changing,I looked out my window and saw a flashing object. I called for my boyfriend so he could confirm what I was seeing.   The object moved,11/18/2019,12/01/2019
11/18/2019 02:30,Pittston pa,PA,USA,Triangle,triangle with bright red light in the Middle,11/19/2020,12/23/2020
11/17/2019 16:52,Tarentum,PA,USA,Diamond,Spotted a diamond shaped object in the sky,11/18/2019,12/01/2019
11/16/2019 18:29,York,PA,USA,Changing,Saw 2 Orange orbs in the sky one was stationary and the other came up from the ground to the stationary orb. They then rotated.,12/05/2019,12/19/2019
11/16/2019 16:53,Bridgeport,PA,USA,Fireball,It was to many objects flying around the same space at one time and was very unusual. Never seen anything like that before,11/18/2019,12/01/2019
11/12/2019 02:52,Aliquippa,PA,USA,,MADAR Node  68,11/25/2019,12/01/2019
11/08/2019 05:30,Philadelphia,PA,USA,Light,specks of light traveling in the pre dawn crisp clear night high altitude and velosity.,11/08/2019,12/01/2019
11/06/2019 20:00,Coatesville,PA,USA,Circle,"It sounded like a jet going over my community , it was so low to the point it made me look out my window only for me to see about 5 row",11/07/2019,12/01/2019
11/06/2019 18:35,South Park,PA,USA,Triangle,looked out window and saw hollerd for wife to look she came to window and I went outdoors. See above,11/07/2019,12/01/2019
11/05/2019 23:40,Shrewsbury,PA,USA,Fireball,"I saw a large bright yellow light from my window, at night it was in the shape of a fireball, and was moving closer to my window.",11/06/2019,12/01/2019
11/02/2019 20:00,Erie,PA,USA,Unknown,"Bright flashes in eastern sky appearing to come from the ground, noticed at a distance in the Easter sky that there was a bright object",11/02/2019,12/01/2019
10/30/2019 21:10,East Berlin,PA,USA,Light,Bright light,11/30/2019,12/01/2019
10/28/2019 13:00,Williamsport,PA,USA,Cigar,"Travel east from west very slow shines cigar shape windows along entire side about 800 ft. Long, made no noise",10/28/2019,12/01/2019
10/25/2019 22:30,Philadelphia,PA,USA,Formation,There were strange lights floating in the sky it almost seemed like bags of light or flashes of light but they were definitely moving p,10/25/2019,12/01/2019
10/24/2019 21:00,Honesdale,PA,USA,Rectangle,Look like the neighbor was flying their drone was hovering for a while (25 mins) then it flew over us realizing that it was much higher,10/24/2019,12/01/2019
10/24/2019 19:00,Chester Springs,PA,USA,Triangle,Flying triangle with three white lights on edges seen from afar and then followed car and then vanished,10/24/2019,12/01/2019
10/24/2019 09:45,Beaver Falls,PA,USA,Light,Mysterious silent moving lights in sky,10/24/2019,12/01/2019
10/23/2019 22:00,Warren,PA,USA,Circle,"last night me and a friend had gone on a car trip around the Kinzua Dam, The light that I saw had seemed to have 2 bright very slowly b",10/24/2019,12/01/2019
10/21/2019 19:00,Garnet Valley,PA,USA,Unknown,LOOKED LIKE A CURVED LIGHT BAR - VERY CLOUDY SKY - HUNG LOW IN THE SKY - NO FLASHING LIGHTS - LIGHTS ON CRAFT STEADY ON - PAUSED A LOT,10/28/2019,12/01/2019
10/19/2019 23:55,Pittsburgh,PA,USA,Triangle,A friend noticed the 3 lights hovering above. It was shaped like a triangle. At first it appeared stagnant then it hovered slowly back,01/29/2021,03/02/2021
10/19/2019 22:24,Pittsburgh,PA,USA,,Group of 3 red lights in a distance. They were grouped together and then split and moved to the right out of sight. About 30 seconds la,10/20/2019,12/01/2019
10/17/2019 05:20,Nanticoke,PA,USA,Circle,Bright white light not shining at anything just floating,10/31/2019,12/01/2019
10/16/2019 23:22,Irwin,PA,USA,Circle,Right above my neighbor's house at 1st I thought it was the moon but I see the moon is Shining in an opposite direction and went right,10/17/2019,12/01/2019
10/16/2019 23:22,Irwin,PA,USA,Circle,Right above my neighbor's house at 1st I thought it was the moon but dinners I see the moon is Shannon in an opposite direction a ghost,10/17/2019,12/01/2019
10/15/2019 19:00,Palmer Township,PA,USA,Other,I saw a Black Boomerang shaped object Along with  2 lights appearing through the sky diagonally above the left side of object,11/08/2019,12/01/2019
10/15/2019 08:20,Philadelphia,PA,USA,Formation,I have brief video of what looks like 2 white circles moving. We live bu airport and this is definitely not a plane,10/15/2019,12/01/2019
10/13/2019 22:15,Hawley,PA,USA,Fireball,I was driving on 590 going towards 6. I look up in the sky because of green light that had caught my eye to see a green ball flying. It,10/13/2019,12/01/2019
10/11/2019 16:00,Doylestown,PA,USA,Cylinder,UFO shaped like a plane that is parked over the top of a house (Bucks County Flap).  ((anonymous report)),10/11/2019,12/01/2019
10/10/2019 20:00,Chest Springs,PA,USA,Oval,Slow Bright parallel white dots in a form of a rectangular shape,10/12/2019,12/01/2019
10/09/2019 21:00,Pittsburgh,PA,USA,Triangle,"Two lights, one white, one blinking red, travelling at the same speed  showed as its profle a triangular UFO-lights etched shape of it",10/09/2019,12/01/2019
10/09/2019 06:55,Greenville,PA,USA,Light,"Erratic bright light hovers, moves, then vanishes.",10/09/2019,12/01/2019
10/09/2019 06:55,Greenville,PA,USA,Light,Strange Light behaves erratically then suddenly vanishes,10/09/2019,12/01/2019
10/08/2019 20:05,Jenkintown,PA,USA,Unknown,Bright Light falling from sky.,10/08/2019,12/01/2019
10/06/2019 08:00,Gibsonia,PA,USA,Rectangle,2 people spotted ufos,10/06/2019,12/01/2019
10/05/2019 20:00,Fogelsville,PA,USA,Light,Was looking up at sky at a airplane with a blinking light heading northbound from Philadelphia area my guess would be at crushing altit,10/05/2019,12/01/2019
10/05/2019 19:01,Phoenixville,PA,USA,Oval,Orange glowing ring clear night at dusk,10/05/2019,12/01/2019
10/05/2019 18:40,Hatboro,PA,USA,Disk,It shined white and orange with red color on the outside of circular shape.,10/06/2019,12/01/2019
10/05/2019 18:30,Collegeville,PA,USA,Circle,Circle object not moving had lights that looked like () on the bottom. I have a pic.,10/05/2019,12/01/2019
10/05/2019 18:00,Lafayette Hill,PA,USA,Circle,Halo type object hovering over Philadelphia,10/05/2019,12/01/2019
10/05/2019 17:00,Havertown,PA,USA,Sphere,"Neighbors and neighborhood kids were gathered saying they were seeing a UFO- went out to see,  It was round, almost oval and sort of wh",01/14/2020,02/07/2020
10/05/2019 16:00,Royersford,PA,USA,Orb,"Had some people over for a cookout and I happened to look up and see a white orb like craft hovering at well over 20,000 ft . I live al",10/06/2019,12/01/2019
10/05/2019 15:30,Mount Penn,PA,USA,Other,A single silver cube/saucer was seen hovering in the sky in broad daylight,10/07/2019,12/01/2019
10/05/2019 15:00,Ephrata,PA,USA,Circle,I saw a silver circcular object in the sky,10/05/2019,12/01/2019
10/05/2019 15:00,Downingtown,PA,USA,Oval,Bright white object for 60 minutes observed with high power binoculars. ((anonymous report)),10/07/2019,12/01/2019
10/05/2019 13:30,Lebanon,PA,USA,Sphere,Bright white spheres remaining stationary in the daytime sky above our home.,10/05/2019,12/01/2019
10/05/2019 10:30,Loganton,PA,USA,Disk,UFO was traveling fast and was at least 3 times longer than a jet.,10/05/2019,12/01/2019
10/05/2019 10:00,Coatsville,PA,USA,Changing,globe-like object in sky,10/05/2019,12/01/2019
10/05/2019 10:00,Lancaster,PA,USA,Circle,"Silver and shiny, round and large.",10/06/2019,12/01/2019
10/04/2019 22:00,Gouldsboro,PA,USA,Light,Large very bright white light stationary slowly separated into 3 lights forming an arc. Light dimmed then the 3 moved to form a straigh,10/04/2019,12/01/2019
10/02/2019 23:00,Kennett Square,PA,USA,Circle,Circle of colorful lights.,10/02/2019,10/04/2019
10/02/2019 03:26,Limerick,PA,USA,Circle,((NUFORC Note:  Witness does not include any detailed information about her sighting.  PD)),10/02/2019,10/04/2019
10/02/2019 03:26,Limerick,PA,USA,Circle,I was driving to work and I’m the only one on the road. I saw a straight bright lights from the sky and I thought to myself it was a di,10/02/2019,10/04/2019
09/29/2019 19:30,Simpson,PA,USA,Fireball,"Red with yellow/orange rimmed colored object first looked as possible low flying plane, but no sound heard and colors made no sense.",09/29/2019,10/04/2019
09/29/2019 06:46,New Castle,PA,USA,Cigar,I was taking a picture of that mornings sunrise.  I never seen the object until after I took the picture.,10/04/2019,12/01/2019
09/27/2019 20:45,Newport,PA,USA,Triangle,"I was watching for satellites when I saw 3 in a triangle formation.  Moving in the fashion of a satellite, no blinking light. ((anon.)",09/27/2019,10/04/2019
09/26/2019 03:00,Reading,PA,USA,Circle,"Bright, red,white&green flying objects near reading pa",09/26/2019,10/04/2019
09/23/2019 21:00,Slippery Rock,PA,USA,Flash,Enormous flash of light on a totally clear night. It was so bright it made it look like it was daylight for one full second.It was not,10/03/2019,10/04/2019
09/23/2019 07:00,Reading,PA,USA,Circle,Circle in the sky,09/23/2019,10/04/2019
09/22/2019 23:05,Norristown,PA,USA,Light,"Bright red and orange, large with clear edges light ball.",09/23/2019,10/04/2019
09/21/2019 22:16,Folsom,PA,USA,Sphere,Large orange sphere-shaped object slowly moved across the sky from the NW to NE in Pennsylvania,09/22/2019,10/04/2019
09/19/2019 21:15,Norristown,PA,USA,Changing,First appeared as elongated white light then changed to object displaying 3 lights:  1 white 1 green 1 red .  When it was almost overhe,09/24/2019,10/04/2019
09/19/2019 21:00,Allentown,PA,USA,Triangle,Last night my husband and myself were in our bedroom at about 8pm. When I heard what sounded like a plane since the airport was close b,09/20/2019,10/04/2019
09/19/2019 19:50,Upper Chichester,PA,USA,Light,5 crafts over Delco.,09/21/2019,10/04/2019
09/15/2019 17:30,Lancaster,PA,USA,Sphere,Changing color sphere emitted black smoke/mist into atmosphere.,09/16/2019,09/19/2019
09/15/2019 16:15,Allentown,PA,USA,Rectangle,"Black rectangular craft with sodium colored lights on underside, traveling at a slow rate in a straight line, about 1500 feet AGL.",09/18/2019,09/19/2019
09/15/2019 08:45,Reading,PA,USA,Oval,"I was walking home from work on Spring Street. When I looked up at the Fire Tower, I seen three big lights in a single formation lift o",09/15/2019,09/19/2019
09/14/2019 21:57,Bethel Park,PA,USA,Cylinder,I was documenting the Harvest Moon with iPHONE and captured UFO on camera. I didn't notice it until a few days later when I zoomed in o,11/04/2019,12/01/2019
09/13/2019 19:30,Sewickley,PA,USA,Other,Planet-like object seen before sunset then disappeared,09/14/2019,09/19/2019
09/13/2019 08:15,Perkasie,PA,USA,,A red light that flew slowly.  ((anonymous report)),09/14/2019,09/19/2019
09/12/2019 10:00,Scottdale,PA,USA,Changing,"Looks like stars, then the star like object pulses sometimes it will look like a star then change to a stick shape.((anonymous report))",09/12/2019,09/19/2019
09/09/2019 13:00,Dive,PA,USA,Diamond,The craft was diamond shaped with three rigged circles at the bottom all silver. It was just hovering there for about two minutes then,09/09/2019,09/12/2019
09/08/2019 11:40,Bear Creek township,PA,USA,Other,Driving home around 1130 route 115 towards bear creek i noticed a cigar shaped white or silver object in the sky siting motionless look,10/30/2019,12/01/2019
09/07/2019 23:30,Cross Run,PA,USA,Oval,Witnessed silent oval-shaped lights flying over Cross Run.,10/21/2019,12/01/2019
09/07/2019 23:00,Coudersport,PA,USA,Light,Cherry Spring State Park UFO,02/11/2021,03/02/2021
09/02/2019 14:29,Laughlintown,PA,USA,,MADAR Node  94,09/11/2019,09/12/2019
09/01/2019 21:00,Reading,PA,USA,Fireball,Orange pulsating fireball of light silently flying west then slowly rising up and traveling north then disappears. It changed from red,09/02/2019,09/06/2019
08/31/2019 12:34,Philadelphia,PA,USA,Cigar,"Spinning flying object in Philadelphia, silver and shiny like appearance.  Captured it on video",10/03/2019,10/04/2019
08/31/2019 10:28,Pittsburgh,PA,USA,,Noticed a pair of very slow moving lights went out to street and observed it being followed by single light,09/01/2019,09/06/2019
08/30/2019 21:45,Effort,PA,USA,Orb,"On the night of August 30, 2019, my wife and were standing on our deck observing the sky. It was a very clear night full of stars.",08/30/2019,09/06/2019
08/30/2019 19:30,Stroudsburg,PA,USA,Triangle,Black triangle attached to or followed by a smaller black rectangle,06/01/2022,06/22/2022
08/29/2019 21:30,Erie,PA,USA,Unknown,Above Ainsworth baseball field.. Thought it (was the) size of (a) 737.,05/16/2020,06/25/2020
08/29/2019 19:25,Bethel,PA,USA,Triangle,I noticed a super reflective shiny object in the southern sky.  ((anonymous report)),08/30/2019,09/06/2019
08/29/2019 02:00,Mount Carmel,PA,USA,Circle,There was ine main craft spining and then behind the main craft was three other that would appear and disappear at random.,08/29/2019,09/06/2019
08/28/2019 03:15,Trevose,PA,USA,Triangle,"Working at night, heard a hum went to check large triangle shape with 4 lights at each point and on in the middle yellowish orange.",08/30/2019,09/06/2019
08/25/2019 01:00,Altoona,PA,USA,Unknown,Multiple Unknown Blinking Objects.,08/24/2019,09/06/2019
08/25/2019 00:00,Cassendra,PA,USA,Circle,Cassandra RR over look orange light seen in v between mountains over RR tracks moving unlike any manmade craft.  ((anonymous report)),08/24/2019,09/06/2019
08/18/2019 15:00,Hazleton,PA,USA,Other,"This strange object, had no sound, didn't  float up or down,came out of the  dark clouds  on the right, was moving slowly  left, then s",11/18/2019,12/01/2019
08/12/2019 23:10,Waynesboro,PA,USA,Unknown,Large bright light that became stationary and then moved at a very high rate of speed (many times faster than a plane).,08/13/2019,08/23/2019
08/10/2019 19:20,Lehigh Tunnel,PA,USA,Oval,"Oval shaped, pink and white lights near Lehigh Tunnel",08/19/2019,08/23/2019
08/06/2019 21:16,Corolla,PA,USA,Circle,I was sitting on my balcony with my dad and his friend. I was looking at the stars during a conversation and I decided to look through,08/06/2019,08/23/2019
08/05/2019 21:26,Aliquippa,PA,USA,Light,"Slow moving medium brightness white light, small, with no blinking lights appears bright on one side of sky and slowly moves across sky",08/05/2019,08/23/2019
08/05/2019 00:00,Marcus Hook,PA,USA,Circle,"Orange bright circle, no sound. about 30 feet up.  ((anonymous report))",08/10/2019,08/23/2019
08/03/2019 20:25,Lords Valley,PA,USA,,MADAR Node 121,08/09/2019,08/23/2019
08/02/2019 09:33,Lords Valley,PA,USA,,MADAR Node 121,08/09/2019,08/23/2019
08/02/2019 01:40,Hillsville,PA,USA,Flash,Sky flash without apparent cause. No storms within 100 miles.,08/01/2019,08/23/2019
08/01/2019 22:45,Gouldsboro,PA,USA,Triangle,Triangle shape object while driving on 380 south towards Gouldsboro exit was moving slow definitely not a plane .2 lights at rear facin,08/01/2019,08/23/2019
07/30/2019 00:04,Sharon,PA,USA,Light,There was 20 high in the sky but one  but low to the ground.  I seen. It and took off inside,08/01/2019,08/23/2019
07/26/2019 21:00,Philipsburg,PA,USA,Triangle,"Bright orange lights coming out of the western sky, one after another, banking to the left, rising and then disappearing (going black).",07/27/2019,08/23/2019
